sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx,batch
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,paint3d,syncmvd,TEXGen,mvadapter,goatex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,spotex,syncmvd,TEXGen,mvadapter,goatex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,paint3d,mvadapter,TEXGen,syncmvd,goatex,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,TEXGen,goatex,syncmvd,spotex,paint3d,mvadapter,AW7JEJN4KPU6B,H_0001,3M0BCWMB8DSI2KN8PNOLY4ZVRGRWBA,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,spotex,mvadapter,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,TEXGen,syncmvd,mvadapter,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,spotex,mvadapter,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,TEXGen,syncmvd,paint3d,goatex,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,syncmvd,goatex,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,TEXGen,syncmvd,goatex,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,TEXGen,goatex,paint3d,mvadapter,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,TEXGen,syncmvd,paint3d,goatex,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,TEXGen,syncmvd,mvadapter,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_3,_corrupt_2,_corrupt_4,_corrupt_1,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,paint3d,mvadapter,syncmvd,goatex,TEXGen,spotex,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,syncmvd,TEXGen,goatex,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,syncmvd,TEXGen,goatex,paint3d,A2GVQQL9U1O1N3,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL32L87,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,paint3d,TEXGen,mvadapter,goatex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,syncmvd,goatex,TEXGen,mvadapter,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,goatex,TEXGen,paint3d,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,syncmvd,goatex,paint3d,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,syncmvd,goatex,mvadapter,paint3d,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,syncmvd,paint3d,goatex,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,syncmvd,paint3d,goatex,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,mvadapter,goatex,TEXGen,spotex,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,mvadapter,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,goatex,paint3d,TEXGen,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,mvadapter,syncmvd,TEXGen,goatex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,TEXGen,syncmvd,spotex,paint3d,goatex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,paint3d,goatex,TEXGen,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,TEXGen,goatex,paint3d,mvadapter,syncmvd,spotex,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,goatex,spotex,mvadapter,paint3d,TEXGen,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,spotex,paint3d,TEXGen,goatex,syncmvd,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A1TDFI3P4A3VRP,H_0001,3S3AMIZX3C123JFNMSFQH0GS2LMDCQ,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,goatex,spotex,paint3d,TEXGen,syncmvd,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,spotex,goatex,TEXGen,syncmvd,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,paint3d,goatex,mvadapter,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,mvadapter,spotex,paint3d,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,paint3d,goatex,mvadapter,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,paint3d,TEXGen,goatex,syncmvd,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,paint3d,mvadapter,TEXGen,goatex,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,paint3d,TEXGen,spotex,syncmvd,goatex,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,goatex,spotex,TEXGen,syncmvd,paint3d,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,syncmvd,paint3d,goatex,TEXGen,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,goatex,spotex,TEXGen,paint3d,syncmvd,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,spotex,goatex,TEXGen,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,syncmvd,TEXGen,mvadapter,goatex,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,paint3d,TEXGen,goatex,syncmvd,spotex,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,paint3d,goatex,mvadapter,spotex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,goatex,syncmvd,TEXGen,paint3d,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,spotex,syncmvd,goatex,paint3d,TEXGen,mvadapter,A1GTAZVJU5NIVF,H_0001,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,goatex,syncmvd,paint3d,TEXGen,spotex,mvadapter,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_3,_corrupt_4,_corrupt_2,_corrupt_1,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,TEXGen,syncmvd,goatex,paint3d,mvadapter,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_1,_corrupt_4,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,mvadapter,paint3d,goatex,spotex,syncmvd,TEXGen,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,goatex,TEXGen,syncmvd,paint3d,mvadapter,spotex,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,spotex,mvadapter,paint3d,TEXGen,goatex,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_0,_corrupt_1,_corrupt_3,_corrupt_2,_corrupt_4,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,goatex,syncmvd,TEXGen,paint3d,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,syncmvd,paint3d,goatex,TEXGen,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,TEXGen,syncmvd,mvadapter,paint3d,goatex,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,goatex,syncmvd,spotex,paint3d,mvadapter,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,TEXGen,syncmvd,goatex,paint3d,spotex,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,TEXGen,mvadapter,syncmvd,goatex,paint3d,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,syncmvd,paint3d,TEXGen,goatex,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_1,_corrupt_3,_corrupt_2,_corrupt_4,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,paint3d,mvadapter,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,goatex,syncmvd,spotex,paint3d,mvadapter,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,TEXGen,syncmvd,mvadapter,spotex,paint3d,goatex,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,syncmvd,goatex,TEXGen,spotex,mvadapter,A11TWZ8EQJ9E7P,H_0001,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,syncmvd,paint3d,mvadapter,TEXGen,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_0,_corrupt_4,_corrupt_2,_corrupt_1,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,TEXGen,syncmvd,paint3d,goatex,spotex,mvadapter,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,mvadapter,spotex,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,syncmvd,TEXGen,paint3d,goatex,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,mvadapter,paint3d,syncmvd,TEXGen,goatex,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,goatex,TEXGen,syncmvd,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,15,batch1
